,distance,idx
0,16.235411432501305,2242
1,16.08191862314498,2243
2,15.909402975304845,2245
3,15.75323680112798,2246
4,15.61274048981194,2247
5,15.486372273190062,2248
6,15.377681926506,2249
7,15.281158081593109,2250
8,15.196063023426001,2251
9,15.12417842783928,2252
10,15.066959265298665,2253
11,15.017020143517845,2254
12,14.975781493251736,2255
13,14.941092610924413,2256
14,14.915976592476362,2257
15,14.894975051214765,2258
16,14.88396625920869,2259
17,14.883100336857797,2260
18,14.878779983347314,2260
19,14.872662503629861,2261
20,14.86902104612775,2262
21,14.870483200516025,2263
22,14.872241211786658,2264
23,14.869635748795194,2265
24,14.863860425341702,2266
25,14.853240410579279,2267
26,14.842245259526997,2268
27,14.829932983225582,2270
28,14.813742505102708,2270
29,14.800276141166467,2271
30,14.793702900387451,2272
31,14.794952514071106,2273
32,14.794056136486256,2274
33,14.78757561890207,2275
34,14.777663481292697,2276
35,14.76425720710911,2277
36,14.752909198261632,2278
37,14.739790615701025,2279
38,14.728665390321117,2280
39,14.714866919731977,2281
40,14.69830936221211,2282
41,14.682090608442735,2283
42,14.66906104476533,2284
43,14.660473088634362,2285
44,14.65706828256867,2286
45,14.655869430589444,2287
46,14.658601792283884,2288
47,14.660362344378004,2289
48,14.665817522498212,2290
49,14.668601654962142,2291
50,14.67324810619674,2292
51,14.67327903507941,2293
52,14.669406553362442,2294
53,14.666446604120683,2295
54,14.666369255079946,2296
55,14.666001287928195,2297
56,14.663519190831277,2298
57,14.664952264698668,2299
58,14.663879201280091,2300
59,14.662074002768488,2301
60,14.66237226218259,2302
61,14.661361112930031,2303
62,14.665076980697181,2304
63,14.66731088836076,2305
64,14.667496416278155,2306
65,14.665110889946263,2307
66,14.666588754133457,2308
67,14.6699286228827,2309
68,14.675368803222135,2310
69,14.68527251845082,2311
70,14.696063866758696,2312
71,14.706087728340837,2313
72,14.715368026329495,2314
73,14.728873111386399,2315
74,14.742022620895453,2316
75,14.753074852696162,2317
76,14.764876441701293,2318
77,14.776954435572467,2319
78,14.787900297850914,2320
79,14.79825190853247,2321
80,14.81147347506187,2322
81,14.835218337714817,2323
82,14.859384464825144,2323
83,14.877309036771377,2324
84,14.895183543395122,2325
85,14.911900862341078,2326
86,14.927503177491149,2327
87,14.943152679667744,2328
88,14.959140596730164,2329
89,14.975454249571081,2330
90,14.992310110316831,2331
91,15.010260614705613,2332
92,15.026979225107407,2333
93,15.043688796110887,2334
94,15.065293626914144,2334
95,15.081617316781248,2335
96,15.094691349029063,2336
97,15.106994021832683,2337
98,15.118066453330385,2338
99,15.129042789982025,2339
100,15.138784641260411,2340
101,15.148574026638265,2341
102,15.156175721785623,2342
103,15.162102211937071,2343
104,15.167920474014776,2344
105,15.171973058689943,2345
106,15.17683869830005,2346
107,15.182534109919434,2347
108,15.186304218565416,2348
109,15.189310489092597,2349
110,15.190636261885773,2350
111,15.193747285498159,2351
112,15.196632888046608,2352
113,15.199018045697533,2353
114,15.201916311398875,2354
115,15.203951344948369,2355
116,15.20625053812663,2356
117,15.209945460196124,2357
118,15.213307254297407,2358
119,15.217280448727285,2359
120,15.220248927911898,2360
121,15.220723802390623,2361
122,15.217723592112733,2362
123,15.214888977141644,2363
124,15.210425663679942,2364
125,15.20547889867021,2365
126,15.203055176398479,2366
127,15.201714211903342,2367
128,15.200246478975787,2368
129,15.19879104760112,2369
130,15.197862427929083,2370
131,15.198521613734076,2371
132,15.200221530981047,2372
133,15.200907480919788,2373
134,15.193421952012498,2053
135,15.139080520651124,2054
136,15.077737265597905,2055
137,15.007824908269912,2056
138,14.935527311246247,2057
139,14.865267397446859,2058
140,14.795693548671252,2059
141,14.721573464248447,2060
142,14.651930019530663,2061
143,14.591759716560421,2062
144,14.5346684170486,2063
145,14.475520723551805,2064
146,14.41111605363546,2065
147,14.34059842110001,2066
148,14.267678434245465,2067
149,14.194303852026477,2068
150,14.124914061344885,2069
151,14.048672898587252,2070
152,13.97949328761629,2071
153,13.920360979634014,2072
154,13.862213482879373,2073
155,13.796290439238604,2074
156,13.72300616824767,2075
157,13.640462803370976,2076
158,13.555099931998413,2077
159,13.475771779869305,2078
160,13.399055761991608,2079
161,13.314677069498883,2080
162,13.245982853137669,2081
163,13.210832166805716,2082
164,13.193228823402904,2083
165,13.18570447770391,2084
166,13.192831457108753,2084
167,13.206345953393338,2085
168,13.229480904216492,2086
169,13.253017906343858,2087
170,13.27921090842194,2088
171,13.306131814628445,2089
172,13.329707820457797,2090
173,13.35930929515448,2091
174,13.392091996835916,2092
175,13.422631816710183,2093
176,13.44272090956487,2094
177,13.462966842713534,2095
178,13.480770713672475,2096
179,13.492475407924529,2097
180,13.498884356310075,2098
181,13.50197804915377,2099
182,13.500925758838239,2100
183,13.499450959472222,2101
184,13.490321586572536,2102
185,13.476182039492409,2103
186,13.462190025338845,2104
187,13.448432883122848,2105
188,13.428965643323725,2106
189,13.41085481156218,2107
190,13.388163526841536,2108
191,13.364677240682767,2109
192,13.346320009793184,2110
193,13.326198497985173,2111
194,13.308870174253217,2112
195,13.296690665006611,2113
196,13.293037856911521,2114
197,13.295330516451049,2115
198,13.29944007401339,2116
199,13.301083514073772,2117
200,13.301195986171377,2118
201,13.30059305531664,2118
202,13.299565893807838,2119
203,13.304354263319983,2120
204,13.309030058037445,2121
205,13.313700234149362,2122
206,13.314309006141402,2123
207,13.312115266309954,2125
208,13.304110026485008,2125
209,13.290631710213965,2127
210,13.270914422838727,2128
211,13.25183363336896,2129
212,13.231919060935768,2130
213,13.211998324974074,2130
214,13.193298951251743,2131
215,13.178692954383548,2132
216,13.167587753477232,2133
217,13.157225023597944,2135
218,13.141933709157987,2136
219,13.132108441108413,2137
220,13.124244471866664,2137
221,13.114283575566484,2138
222,13.102820150197841,2139
223,13.094711405272133,2140
224,13.084562695665126,2141
225,13.077643832456907,2142
226,13.072779475615016,2143
227,13.06973808291581,2144
228,13.066166708065479,2145
229,13.064385242482498,2146
230,13.060139708707633,2147
231,13.0563290116314,2148
232,13.054466223944255,2149
233,13.05465013027299,2150
234,13.053236449982474,2151
235,13.052234515993641,2152
236,13.051730585492942,2153
237,13.050883209991355,2154
238,13.045812480310913,2155
239,13.04121799811734,2156
240,13.036241996498482,2157
241,13.029420582029594,2158
242,13.024709263189004,2159
243,13.022806906735767,2160
244,13.022786290683014,2161
245,13.02292234539367,2162
246,13.028199363774842,2162
247,13.034176727419938,2163
248,13.052282139777677,2164
249,13.081368564219161,2165
250,13.109561270092453,2165
251,13.142590623914511,2166
252,13.188741027482155,2167
253,13.23859564224462,2167
254,13.29090654625419,2168
255,13.346291520077108,2169
256,13.398482269512913,2170
257,13.454665113849005,2171
258,13.523375504312108,2172
259,13.592881913935278,2172
260,13.673161802775983,2173
261,13.761694448396254,2174
262,13.84944545604265,2174
263,13.931956598416644,2175
264,14.030151242894375,2176
265,14.131569641678151,2177
266,14.236779138394827,2177
267,14.34584364196481,2178
268,14.46439218594259,2178
269,14.587171141297963,2179
270,14.704460646664518,2180
271,14.814941536350396,2181
272,14.929150983187828,2182
273,15.047123310188418,2183
274,15.163274796292567,2184
275,15.285449570710902,2184
276,15.40778862957961,2185
277,15.542767025598897,2186
278,15.675602693087747,2186
279,15.811433049333,2187
280,15.953345625042068,2188
281,16.091520933170955,2189
282,16.227821053018967,2189
283,16.17791737039961,3329
284,16.10353995415762,3330
285,16.02667289501912,3331
286,15.94677837613185,3332
287,15.855748617561355,3333
288,15.764821272625412,3334
289,15.671873042384998,3335
290,15.580733948271114,3336
291,15.492037349928156,3337
292,15.404836658518938,3338
293,15.310491961320697,3339
294,15.21851745943284,3340
295,15.122359581490048,3341
296,15.015534919788347,3342
297,14.917164520945832,3343
298,14.832204834911565,3344
299,14.747271604885226,3345
300,14.662812533390229,3346
301,14.568602523384369,3347
302,14.464057135783632,3348
303,14.358058025706862,3349
304,14.250317862697372,3350
305,14.142695647350823,3351
306,14.027840256882325,3353
307,13.912225452311262,3353
308,13.786077430379056,3355
309,13.668809350560057,3355
310,13.552902211996416,3356
311,13.444341794541868,3357
312,13.353739653630937,3358
313,13.269114930124289,3358
314,13.186844676628773,3359
315,13.104544347467147,3360
316,13.01337176463646,3361
317,12.936903245639808,3361
318,12.85871602241843,3362
319,12.801196151449334,3363
320,12.748263690839032,3363
321,12.7063073773454,3364
322,12.664194220547937,3365
323,12.63319399021805,3365
324,12.609466992086608,3366
325,12.602935518079729,3367
326,12.615169042851669,3368
327,12.639844658153644,3369
328,12.688935154512691,3370
329,12.759506774265079,3370
330,12.84718417654859,3371
331,12.957517591369534,3372
332,13.085613600805168,3373
333,13.217807981139138,3374
334,13.345260442834368,3376
335,13.473602503755638,3377
336,13.598076640349673,3378
337,13.736723483650204,3379
338,13.901265340546965,3380
339,14.084906534553449,3380
340,14.287624663440704,3381
341,14.49051293031252,3382
342,14.696670610450898,3383
343,14.89907480500134,3384
344,15.106748006796456,3385
345,15.30394365805837,3386
346,15.481787457287629,3388
347,15.64587214812811,3389
348,15.805554510253208,3390
349,15.974445020633116,3391
350,16.135464902036844,3393
351,16.288227025918133,3394
352,16.441158500540645,3395
353,16.59845677800217,3396
354,16.756667762839307,3397
355,16.90839878169494,3398
356,17.053610731415336,3399
357,17.19750223068534,3401
358,17.33485628359085,3401
359,17.475015133978612,3403
360,17.61662158816058,3404
361,17.752740680922663,3405
362,17.884532387355616,3406
363,18.001100551833936,3409
364,18.095810843355196,3410
365,18.197261121129074,3411
366,18.293245522710578,3412
367,18.38319308613735,3413
368,18.470948410974806,3414
369,18.56684574829036,3415
370,18.671191085037744,3415
371,18.768940061986502,3416
372,18.86988915587632,3417
373,18.964612966712995,3418
374,19.0578293495577,3419
375,19.056123443219693,7346
376,19.011566798733597,7347
377,18.970734402808603,7348
378,18.929920379348868,7349
379,18.891823487037385,7350
380,18.85428376256357,7350
381,18.815936580059724,7351
382,18.777496885559888,7352
383,18.739919421858,7354
384,18.647864788423398,6557
385,18.46326413870494,6557
386,18.277801748454948,6558
387,18.0963768326008,6559
388,17.924021807635313,6560
389,17.75383071392954,6561
390,17.583845716684937,6561
391,17.400584463035706,6561
392,17.21424690816692,6562
393,17.032908717276136,6563
394,16.85166346204406,6563
395,16.67213676324765,6563
396,16.491357974384368,6564
397,16.321210902916537,6565
398,16.156247622107166,6565
399,15.998501643206936,6566
400,15.832448488461157,6566
401,15.667736386973873,6566
402,15.522978519546587,6567
403,15.404895348678192,6567
404,15.309747022241371,6568
405,15.228802837566102,6569
406,15.165171139594719,6570
407,15.109487767788996,6571
408,15.05736969755821,6572
409,15.011462687056051,6573
410,14.96730301133579,6574
411,14.93184399318538,6575
412,14.905208752347411,6576
413,14.88414541755844,6577
414,14.866651727380562,6578
415,14.849977627097074,6579
416,14.834936629216553,6580
417,14.823980733016393,6581
418,14.816807073484,6582
419,14.812767342445026,6583
420,14.805876449884272,6584
421,14.793821057416684,6585
422,14.782419301953606,6586
423,14.772875302139823,6587
424,14.765990010594784,6588
425,14.759127075672877,6589
426,14.752053938919909,6590
427,14.743571548365521,6591
428,14.735363071551912,6592
429,14.728708963123625,6593
430,14.72659842623425,6594
431,14.726636152035871,6595
432,14.72906704472709,6596
433,14.731908469514211,6597
434,14.73120302718747,6598
435,14.729949053228342,6599
436,14.726869064377576,6600
437,14.721227711744412,6601
438,14.71762456853113,6602
439,14.7149250881408,6603
440,14.711303043017871,6604
441,14.705375326990978,6605
442,14.697746174971954,6606
443,14.689680685155047,6607
444,14.681742978751673,6608
445,14.671554650971798,6609
446,14.66019819866231,6610
447,14.648558399176146,6611
448,14.638631477365694,6612
449,14.629548835446196,6613
450,14.621991945218191,6614
451,14.616180261042826,6615
452,14.608890299593316,6616
453,14.603012495545117,6617
454,14.598342787072617,6618
455,14.595040722424924,6619
456,14.592890001955633,6620
457,14.591896810372223,6621
458,14.592022950459336,6622
459,14.593021713249291,6623
460,14.59076723486497,6624
461,14.586404491688281,6625
462,14.57962934618997,6626
463,14.5759828741966,6627
464,14.57448631162095,6628
465,14.57657754157062,6629
466,14.58161370427497,6629
467,14.58742923600307,6630
468,14.596602560132732,6631
469,14.604328988978233,6632
470,14.611039675509549,6633
471,14.613985143273291,6635
472,14.61368055449364,6636
473,14.602940410858109,6637
474,14.589902485279021,6638
475,14.577226678693801,6639
476,14.561652501247597,6640
477,14.550302660089361,6641
478,14.539774912456489,6642
479,14.53184645750531,6643
480,14.523688828263479,6643
481,14.519813908338408,6644
482,14.514858062343462,6645
483,14.508597790460096,6646
484,14.49544232687083,6647
485,14.478375651884111,6648
486,14.461625646636493,6649
487,14.446627540887961,6650
488,14.432365881528378,6651
489,14.415804212564339,6652
490,14.400728363261534,6652
491,14.382948176707277,6653
492,14.367785452447231,6654
493,14.351796106818247,6655
494,14.334641137852715,6656
495,14.318394952380169,6657
496,14.305623373569917,6658
497,14.293105605547453,6659
498,14.278046376137016,6660
499,14.264479585791959,6661
500,14.254617675070378,6662
501,14.24449520918066,6663
502,14.2358755802951,6664
503,14.2257298232525,6665
504,14.214295513791066,6666
505,14.202649342835379,6667
506,14.193790750439426,6668
507,14.187568320107307,6669
508,14.180979286661865,6670
509,14.17380917527074,6671
510,14.166500719890863,6672
511,14.158446714369898,6673
512,14.148205206217664,6674
513,14.100429053378702,8596
514,14.055666783201223,8597
515,14.008360493061769,8598
516,13.959907220551544,8599
517,13.908486541580674,8600
518,13.852957839013591,8601
519,13.796931378796572,8602
520,13.738685292005075,8603
521,13.679893962503478,8604
522,13.628036313102651,8605
523,13.577229311839526,8606
524,13.524840737632761,8607
525,13.472816025285692,8608
526,13.419149181247754,8609
527,13.366524346115332,8610
528,13.30215700784883,8611
529,13.233511561875511,8612
530,13.163577926185313,8613
531,13.108585644314038,8614
532,13.049727264959579,8615
533,12.988185654096764,8616
534,12.926044590003066,8617
535,12.862349288530798,8618
536,12.800361431133732,8619
537,12.740330981347292,8620
538,12.67588424313662,8621
539,12.616787326022942,8622
540,12.555080358191939,8623
541,12.48458155718091,8624
542,12.415292693913228,8625
543,12.35207797980431,8626
544,12.29295083421213,8627
545,12.232023290745447,8628
546,12.164477841863286,8629
547,12.105712143084636,8630
548,12.05748633036796,8631
549,12.011889570072707,8632
550,11.949735212142874,7521
551,11.79748625658794,7521
552,11.654406451785995,7522
553,11.521581811942019,7522
554,11.402869824036623,7522
555,11.288945701361847,7523
556,11.19582931121472,7523
557,11.110370125505588,7524
558,11.043220096181921,7524
559,10.9847285864948,7525
560,10.943367365215533,7526
561,10.912183347958518,7526
562,10.882796759212761,7527
563,10.8570376329933,7528
564,10.839331820673848,7529
565,10.825687342084134,7530
566,10.777721842182974,8649
567,10.665135440346075,8650
568,10.544156049529517,8651
569,10.413632937379711,8652
570,10.285656727618727,8653
571,10.164452720448203,8654
572,10.04317875019748,8654
573,9.932029084467988,8655
574,9.826275425963388,8656
575,9.719371739474521,8657
576,9.604840099792622,8658
577,9.499188594174013,8659
578,9.389078056763351,8660
579,9.258293371302218,8661
580,9.142021600909764,8662
581,9.038842306596905,8663
582,8.926243036262521,8664
583,8.820268854375989,8665
584,8.719905531394422,8666
585,8.627376911363381,8667
586,8.534613249150409,8667
587,8.454572845968736,8668
588,8.376438723952408,8669
589,8.294768367215923,8670
590,8.221063228258055,8671
591,8.143894319908604,8672
592,8.05914300880895,8673
593,7.9782483484687265,8674
594,7.886109415299363,8675
595,7.789477878601459,8676
596,7.6928136857115055,8677
597,7.607763989224811,8678
598,7.524825860580688,8679
599,7.447181543030962,8680
600,7.379077573325433,8681
601,7.3073283771853434,8682
602,7.2171351988883155,8683
603,7.125161842260469,8684
604,7.03335837580449,8685
605,6.95039549715618,8686
606,6.8784114119022135,8687
607,6.810849801709425,8688
608,6.746135807109559,8689
609,6.6938982608926425,8690
610,6.6515192145204125,8691
611,6.612876495375968,8692
612,6.5809527170674915,8693
613,6.55678700869038,8694
614,6.532922342790343,8695
615,6.49847508158096,8696
616,6.453950257298199,8697
617,6.410615932423815,8698
618,6.373996628621504,8699
619,6.342284977915244,8700
620,6.302663986589926,8701
621,6.261576761598131,8702
622,6.2053750079876835,8703
623,6.154829091198704,8704
624,6.107239511994036,8705
625,6.065768722955566,8706
626,6.024471427461237,8707
627,5.986957181093473,8708
628,5.952961716792512,8709
629,5.915886655655432,8710
630,5.871180697387646,8711
631,5.830297751959792,8712
632,5.79776154340186,8713
633,5.763386217010876,8714
634,5.730941326044594,8715
635,5.6986827445323405,8716
636,5.676337747684547,8717
637,5.648023607690309,8718
638,5.613911093690931,8719
639,5.565831345736981,8720
640,5.524475821807098,8721
641,5.505429807293409,8722
642,5.497628120330232,8723
643,5.491619818685062,8724
644,5.491921521574086,8725
645,5.495767053553306,8726
646,5.501960936629178,8727
647,5.508834339879861,8728
648,5.516252472834309,8729
649,5.524594769839159,8730
650,5.533624923239046,8731
651,5.54361241983626,8732
652,5.553938767989235,8733
653,5.564941611145299,8734
654,5.577199347998869,8735
655,5.59021470447991,8736
656,5.604993986213547,8737
657,5.620891562425957,8738
658,5.639916692400605,8739
659,5.661479249047723,8740
660,5.684667291927484,8741
661,5.707814093509246,8742
662,5.73105413164322,8743
663,5.75854917670206,8744
664,5.787610641878899,8745
665,5.8119246163702885,8746
666,5.836151891714276,8747
667,5.861589075754208,8748
668,5.883110560081868,8749
669,5.902972944201017,8750
670,5.924086272242879,8751
671,5.945298328963815,8752
672,5.963658508200983,8753
673,5.979808582811148,8754
674,5.997643199474267,8755
675,6.01542545902426,8756
676,6.030913572172331,8757
677,6.044053097702643,8758
678,6.055039798516451,8759
679,6.0669697413105235,8760
680,6.076055556404,8761
681,6.0787684652298175,8762
682,6.080456757134005,8763
683,6.083509124535946,8764
684,6.095391603526814,8765
685,6.1072444222998055,8766
686,6.127035316802043,8767
687,6.1514856625504395,8768
688,6.181389912121426,8769
689,6.207312032710481,8770
690,6.233386489254935,8771
691,6.258282893035956,8772
692,6.28106340524985,8773
693,6.306235798955596,8774
694,6.330001322878728,8775
695,6.349881225540689,8776
696,6.367421246038185,8777
697,6.386308747171789,8778
698,6.403866973507965,8779
699,6.422123062153468,8780
700,6.443131475924738,8781
701,6.46467366484957,8782
702,6.489012683233863,8783
703,6.5118738678626915,8784
704,6.532328145453887,8785
705,6.54963872739772,8786
706,6.56590076683866,8787
707,6.582548885618365,8788
708,6.600029676892799,8789
709,6.621190619690559,8790
710,6.644408139810988,8791
711,6.664094407093714,8792
712,6.686816161099201,8793
713,6.713359293897104,8794
714,6.735936382141566,8795
715,6.75632206175376,8796
716,6.77787391609755,8797
717,6.795716998896163,8798
718,6.813778714268865,8799
719,6.835013526834908,8800
720,6.8560577026823335,8801
721,6.877842743285226,8802
722,6.894253654811113,8803
723,6.90270606562792,8804
724,6.90833676692435,8805
725,6.914256701901487,8806
726,6.92437487692965,8807
727,6.943909812435657,8808
728,6.967237455870307,8809
729,6.998076290336508,8810
730,7.037159767874543,8811
731,7.079087643933419,8812
732,7.125012767737837,8813
733,7.171847651401718,8814
734,7.234371186790116,8815
735,7.299390150993731,8816
736,7.360170370726962,8817
737,7.422176739752904,8818
738,7.484334924998139,8819
739,7.536696565134926,8820
740,7.5811103911667255,8821
741,7.632068019170306,8822
742,7.683780005240917,8823
743,7.739844523826576,8824
744,7.79653332818863,8825
745,7.858702359561166,8826
746,7.9263588891657015,8827
747,7.982733018501442,8828
748,8.017369760881696,8829
749,8.049823992700226,8830
750,8.078829733356358,8831
751,8.096389516045708,8832
752,8.105830813770083,8833
753,8.109983989709384,8834
754,8.111175336713751,8835
755,8.112443894695284,8836
756,8.124159092163952,8837
757,8.14017768070784,8838
758,8.155717883099507,8839
759,8.167336579323885,8840
760,8.18519295112636,8841
761,8.207907496576642,8842
762,8.231414368867938,8843
763,8.252567449689016,8844
764,8.27233395843995,8845
765,8.285262819792887,8846
766,8.301421677510639,8847
767,8.325890136834822,8848
768,8.346083798614185,8849
769,8.359468611671174,8850
770,8.369180398296427,8851
771,8.382664469947336,8852
772,8.392980172801918,8853
773,8.39910028789489,8854
774,8.402716144990366,8855
775,8.406652134864391,8856
776,8.410608772203817,8857
777,8.414488837469445,8858
778,8.415720424249194,8859
779,8.411143860524307,8860
780,8.406670328882536,8861
781,8.405293048423944,8862
782,8.40336123217957,8863
783,8.401495676331233,8864
784,8.399360149994191,8865
785,8.39735061853795,8866
786,8.39540932016843,8867
787,8.39426648118333,8868
788,8.397484239161514,8869
789,8.400581904912466,8870
790,8.40198740333473,8871
791,8.401066097331313,8872
792,8.40139901874325,8873
793,8.402272027004674,8874
